,顧客ID,状況,指名区分,予約回数
2538,075152061,予約,なし,1
2539,075152077,予確済,なし,1
2540,075222033,予確済,なし,1
2541,075222033,予約,なし,3
2542,075222034,予約,なし,1
2543,075252039,予確済,なし,1
2544,075322009,予約,なし,1
2545,075412060,予約,なし,1
2546,075442011,予約,なし,1
2547,075732021,予約,なし,1
2548,075852037,予約,なし,1
2549,075852039,予確済,なし,1
2550,076112050,予確済,なし,1
2551,076112050,予約,なし,1
2552,076122102,予確済,なし,1
2553,076132041,予約,なし,1
2554,076212048,予約,なし,1
2555,076222017,予約,なし,1
2556,076312056,予確済,なし,1
2557,076522038,予確済,なし,1
2558,076612028,予確済,なし,1
2559,076612033,予確済,なし,1
2560,076712020,予確済,なし,2
2561,076712020,予約,なし,8
2562,077142022,予確済,なし,1
2563,077142022,予約,なし,1
2564,077722083,予確済,なし,1
2565,077722083,予約,なし,1
2566,078112010,予確済,なし,1
2567,078112010,予約,なし,1
2568,078112074,予約,なし,1
2569,078122095,予確済,なし,1
2570,078122095,予約,なし,2
2571,078132049,予確済,なし,1
2572,078132049,予約,なし,1
2573,078132050,予確済,なし,1
2574,078132050,予約,なし,1
2575,078212150,予確済,なし,1
2576,078222035,予確済,なし,1
2577,078222035,予約,なし,1
2578,078322027,予確済,なし,1
2579,078322027,予約,なし,1
2580,078322056,予確済,なし,1
2581,078322056,予約,なし,1
2582,078332048,予確済,なし,1
2583,078412107,予確済,なし,1
2584,078412138,予確済,なし,1
2585,078512074,予確済,あり,1
2586,078522050,予約,なし,1
2587,078612086,予確済,なし,1
2588,078622043,予約,なし,1
2589,078622044,予約,なし,1
2590,078632067,予約,なし,1
2591,078812051,予確済,なし,1
2592,078812051,予約,なし,1
2593,080212066,予確済,なし,1
2594,080312062,予約,なし,1
2595,080712024,予確済,なし,1
2596,081112052,予約,なし,1
2597,081252047,取消,なし,1
2598,081852007,予確済,なし,1
2599,081852007,予約,なし,2
2600,082112021,予確済,なし,1
2601,082142016,取消,なし,1
2602,082212096,予約,なし,1
2603,082312066,予確済,なし,1
2604,082312100,取消,なし,1
2605,082412072,予約,なし,1
2606,082522030,予確済,なし,1
2607,082552016,予確済,なし,1
2608,082552016,予約,なし,1
2609,082622033,予確済,なし,1
2610,082622033,予約,なし,1
2611,082632035,予確済,なし,1
2612,082912004,予確済,なし,1
2613,082912024,予確済,なし,1
2614,083112067,予確済,なし,1
2615,083112067,予約,なし,1
2616,083132026,予確済,なし,2
2617,083132026,予約,なし,2
2618,083152100,取消,なし,1
2619,083222072,予確済,なし,2
2620,083222072,予約,なし,3
2621,083322075,仮予約,なし,1
2622,083322078,予確済,なし,1
2623,083322078,予約,なし,2
2624,083512120,予約,なし,2
2625,083512121,仮予約,なし,1
2626,083512125,予約,なし,1
2627,083612060,予約,なし,1
2628,083612077,仮予約,あり,1
2629,083612077,変更取消,なし,1
2630,083612079,予約,なし,1
2631,083712074,予確済,なし,1
2632,083722017,予確済,なし,1
2633,083812114,予約,なし,3
2634,083912021,予確済,なし,1
2635,084122034,予約,なし,1
2636,084122071,予確済,なし,2
2637,084122071,予約,なし,3
2638,084122071,仮予約,なし,1
2639,084122071,変更取消,なし,1
2640,084132013,予確済,なし,1
2641,084132013,予約,なし,1
2642,084132022,予約,なし,1
2643,084152021,予約,なし,1
2644,084152043,予確済,なし,1
2645,084152043,予約,なし,1
2646,084152046,予約,なし,1
2647,084212031,予約,なし,1
2648,084212063,予確済,なし,1
2649,084212063,取消,なし,1
2650,084212064,予確済,なし,3
2651,084212064,予約,なし,1
2652,084252050,予約,なし,1
2653,084252052,予確済,なし,1
2654,084252052,予約,なし,1
2655,084252054,予確済,なし,1
2656,084322048,予確済,なし,2
2657,084440003,予約,なし,1
2658,084440007,予確済,なし,1
2659,084440008,予確済,なし,2
2660,084440008,予約,なし,3
2661,084452022,予約,なし,1
2662,084512016,予約,なし,1
2663,084512056,予約,なし,1
2664,084512072,予確済,なし,1
2665,084522040,予約,なし,1
2666,084612018,予約,なし,1
2667,084622027,予確済,なし,2
2668,084632034,予約,なし,1
2669,084730007,予約,なし,1
2670,084752010,予約,なし,1
2671,084752014,予約,なし,1
2672,084812062,予確済,なし,2
2673,084812062,予約,なし,1
2674,084812062,取消,なし,1
2675,084812062,変更取消,なし,2
2676,084912009,予約,なし,1
2677,085110020,予約,なし,3
2678,085110050,予確済,なし,2
2679,085110050,予約,なし,3
2680,085120104,予確済,なし,1
2681,085150086,予約,なし,1
2682,085150112,予約,なし,1
2683,085210035,予確済,なし,1
2684,085210035,仮予約,なし,1
2685,085210035,変更取消,なし,1
2686,085210113,予確済,なし,1
2687,085220042,予確済,なし,2
2688,085220054,予確済,なし,1
2689,085230040,予確済,なし,1
2690,085250063,予確済,なし,1
2691,085250063,取消,なし,1
2692,085250064,予確済,なし,2
2693,085250064,予約,なし,4
2694,085310042,予確済,なし,2
2695,085310042,予約,なし,1
2696,085310068,予約,なし,1
2697,085310073,予確済,なし,1
2698,085330004,予約,なし,1
2699,085430029,予確済,なし,1
2700,085440011,予確済,なし,1
2701,085450010,予約,なし,2
2702,085520032,予約,なし,3
2703,085610010,予約,なし,1
2704,085610067,予約,なし,1
2705,085620058,予確済,なし,2
2706,085620058,予約,なし,4
2707,085630001,予確済,なし,1
2708,085630001,予約,なし,2
2709,085630069,予約,なし,1
2710,085710065,予確済,なし,1
2711,085710065,予約,なし,1
2712,085710088,予確済,なし,1
2713,085720022,予約,なし,1
2714,085730023,予確済,なし,2
2715,085730023,予約,なし,4
2716,085750046,予確済,なし,1
2717,085810012,予約,なし,1
2718,085810020,予約,なし,1
2719,085810070,予約,なし,2
2720,085850048,予約,なし,1
2721,085850050,予約,なし,1
2722,086110048,予確済,なし,2
2723,086110048,予約,なし,2
2724,086120007,予約,なし,1
2725,086120018,予約,なし,1
2726,086120047,予約,なし,2
2727,086120092,予約,なし,1
2728,086120099,予約,なし,1
2729,086150047,予確済,なし,1
2730,086210007,予約,なし,1
2731,086230021,予確済,なし,1
2732,086250010,予約,なし,1
2733,086250024,予約,なし,4
2734,086250029,予約,なし,1
2735,086310004,予確済,なし,1
2736,086310006,予約,なし,1
2737,086320018,予約,なし,2
2738,086330001,予約,なし,2
2739,086330013,予約,なし,1
2740,086410083,予確済,なし,1
2741,086410083,予約,なし,1
2742,086410107,予確済,なし,1
2743,086410108,予約,なし,1
2744,086450017,予確済,なし,1
2745,086510050,予約,なし,1
2746,086510054,予約,なし,1
2747,086510059,予約,なし,1
2748,086510062,予確済,なし,3
2749,086510062,予約,なし,1
2750,086510063,予確済,なし,3
2751,086510063,予約,なし,2
2752,086520016,予約,なし,1
2753,086630007,予約,なし,2
2754,086630067,予約,なし,2
2755,086650012,予約,なし,2
2756,086710025,予約,なし,1
2757,086710032,予約,なし,1
2758,086710058,予約,なし,1
2759,086710065,予約,なし,1
2760,086710067,予約,なし,1
2761,086810015,予約,なし,1
2762,086810024,予約,なし,1
2763,086810065,予確済,あり,1
2764,086810097,予約,あり,1
2765,086810110,予確済,なし,2
2766,086810110,予約,なし,2
2767,086810111,予確済,なし,1
2768,086810111,予約,なし,3
2769,086850052,予約,なし,1
2770,086850054,予確済,なし,1
2771,086850054,予約,なし,2
2772,087212125,予約,なし,1
2773,087212140,予確済,なし,1
2774,087322026,予約,なし,1
2775,087322072,予確済,なし,1
2776,087342009,予確済,なし,1
2777,087412075,予約,なし,1
2778,087452035,予確済,なし,1
2779,087452035,予約,なし,1
2780,087512045,予確済,あり,1
2781,087522039,予確済,なし,2
2782,087522039,予約,なし,1
2783,087722045,予確済,あり,1
2784,088112034,予確済,なし,1
2785,088112034,予約,なし,2
2786,088152022,予確済,なし,1
2787,088152022,予約,なし,1
2788,088152065,予確済,なし,1
2789,088212044,予確済,なし,1
2790,088220018,予確済,なし,1
2791,088220018,変更取消,なし,1
2792,088350002,予約,なし,1
2793,088420003,予確済,なし,1
2794,088522005,予確済,なし,3
2795,088522005,予約,なし,3
2796,088612028,予確済,なし,1
2797,088912004,予約,なし,1
2798,089110010,予約,なし,1
2799,089120084,予確済,なし,1
2800,089120084,予約,なし,1
2801,089150026,予確済,なし,1
2802,089150054,予確済,なし,1
2803,089150054,予約,なし,1
2804,089150054,変更取消,なし,1
2805,089230034,予確済,なし,1
2806,089310040,予約,なし,1
2807,089320040,予約,なし,1
2808,089320043,予確済,なし,1
2809,089320043,予約,なし,1
2810,089410084,予確済,なし,1
2811,089410087,予確済,なし,1
2812,089410087,予約,なし,1
2813,089430029,予確済,なし,3
2814,089430029,予約,なし,1
2815,089510064,予確済,なし,2
2816,089610017,予確済,なし,1
2817,089610017,予約,なし,1
2818,089610040,予確済,なし,1
2819,089610049,予確済,なし,2
2820,089620027,予約,なし,2
2821,089630035,予確済,なし,1
2822,089630035,予約,なし,1
2823,089710065,予確済,なし,1
2824,089710065,予約,なし,1
2825,089850001,予約,なし,3
2826,090110050,予確済,なし,1
2827,090110050,予約,なし,1
2828,090120113,予確済,なし,1
2829,090120123,予約,なし,1
2830,090120125,予確済,なし,3
2831,090120125,予約,なし,2
2832,090120126,予確済,なし,1
2833,090120126,予約,なし,3
2834,090150095,予確済,なし,2
2835,090150095,取消,なし,1
2836,090210015,予確済,なし,1
2837,090210136,予確済,なし,1
2838,090250064,予約,なし,1
2839,090320037,予約,なし,1
2840,090330027,予約,なし,1
2841,090330070,予確済,なし,1
2842,090450015,予確済,なし,1
2843,090450015,予約,なし,1
2844,090450017,予確済,なし,1
2845,090510060,予約,なし,1
2846,090550013,予約,なし,1
2847,090550021,予確済,なし,1
2848,090620035,仮予約,なし,1
2849,090620036,予確済,なし,2
2850,090620036,予約,なし,3
2851,090710058,仮予約,なし,1
2852,090710058,変更取消,なし,1
2853,090720043,予約,なし,1
2854,090810055,取消,なし,1
2855,090810066,予確済,あり,1
2856,092152082,変更取消,なし,1
2857,092252035,予確済,なし,1
2858,092252035,予約,なし,1
2859,092350007,予約,なし,1
2860,092432002,予約,あり,1
2861,092452016,予確済,なし,1
2862,092452016,予約,なし,2
2863,092512062,予確済,なし,1
2864,092512062,予約,なし,2
2865,092712067,予約,なし,1
2866,092722036,予約,なし,1
2867,093122194,予約,なし,1
2868,093122216,予確済,なし,1
2869,093122216,仮予約,なし,1
2870,093152150,予確済,なし,2
2871,093152150,予約,なし,1
2872,093222092,予約,なし,1
2873,093222093,予確済,なし,2
2874,093222093,予約,なし,2
2875,093222093,変更取消,なし,1
2876,093222094,予確済,なし,1
2877,093222094,予約,なし,1
2878,093322063,予確済,なし,1
2879,093322063,変更取消,なし,1
2880,093412164,予約,なし,1
2881,093412186,予確済,なし,1
2882,093412212,予確済,なし,1
2883,093412219,予確済,なし,1
2884,093512144,予確済,なし,1
2885,093512144,予約,なし,1
2886,093522037,予約,なし,1
2887,093612081,予約,あり,1
2888,093612111,予確済,なし,1
2889,093632121,予確済,なし,1
2890,093632123,予約,なし,1
2891,093712038,予確済,なし,1
2892,093712105,予確済,なし,1
2893,093712105,予約,なし,1
2894,093712105,変更取消,なし,1
2895,093722093,予約,なし,1
2896,093732021,予約,なし,1
2897,093752047,予確済,なし,1
2898,093752047,予約,なし,1
2899,093852065,予確済,なし,1
2900,094122063,予約,なし,1
2901,094130027,予確済,なし,2
2902,094130027,予約,なし,1
2903,094152055,予確済,なし,1
2904,094152055,予約,なし,1
2905,094152056,予約,なし,2
2906,094152061,予確済,なし,2
2907,094152061,予約,なし,1
2908,094212066,予約,なし,1
2909,094212075,予確済,なし,1
2910,094212075,予約,なし,1
2911,094232019,予確済,なし,1
2912,094232019,予約,なし,2
2913,094322040,予約,なし,4
2914,094350001,予約,なし,1
2915,094412054,予確済,なし,1
2916,094412054,予約,なし,1
2917,094452004,予確済,なし,1
2918,094452017,予約,なし,1
2919,094512042,予確済,なし,1
2920,094622027,予確済,なし,1
2921,094632014,予約,なし,1
2922,094632032,予約,なし,1
2923,095250008,予約,あり,1
2924,095510032,予約,なし,3
2925,095610068,予確済,なし,1
2926,095610069,予確済,なし,2
2927,095650014,予約,なし,1
2928,095720007,予約,なし,1
2929,095810028,予約,なし,4
2930,096120027,予約,あり,1
2931,096120042,予約,あり,1
2932,096120049,予約,あり,1
2933,096120074,予確済,あり,1
2934,096120074,予約,あり,1
2935,096130019,予確済,あり,1
2936,096140007,予確済,なし,1
2937,096150017,予約,あり,1
