,顧客ID,指名回数,コース受諾回数,紹介カード受渡回数,治療送客回数,院長挨拶回数,施術時間
2108,7912024,なし,なし,なし,なし,なし,
2109,8511077,なし,なし,なし,なし,なし,
2112,9111022,なし,なし,なし,なし,なし,
2113,9111022,あり,なし,なし,なし,なし,
2117,9112082,なし,なし,なし,なし,なし,
2123,9112196,なし,なし,なし,なし,なし,
2126,9121106,なし,あり,なし,あり,あり,
2133,9121106,なし,なし,なし,なし,なし,
2134,9121106,なし,なし,なし,なし,なし,
2135,9122300,なし,なし,なし,なし,なし,
2136,9122305,なし,なし,なし,なし,なし,
2139,9122352,なし,なし,なし,なし,なし,
2141,9122365,なし,なし,あり,なし,なし,
2146,9122365,なし,なし,なし,なし,なし,
2148,9132090,なし,なし,なし,なし,なし,
2153,9152041,なし,なし,なし,なし,なし,
2154,9152041,なし,なし,なし,なし,なし,
2156,9152287,なし,あり,あり,なし,なし,
2159,9152287,なし,なし,なし,なし,なし,
2163,9152288,なし,なし,なし,あり,なし,
2166,9152288,なし,なし,なし,なし,なし,
2167,9212167,なし,なし,なし,なし,なし,
2168,9212205,なし,なし,なし,なし,なし,
2171,9212273,なし,なし,あり,なし,なし,
2174,9232092,なし,なし,なし,なし,なし,
2175,9232092,なし,なし,なし,なし,なし,
2176,9232092,なし,なし,なし,なし,なし,
2179,9251021,なし,なし,あり,なし,なし,
2183,9252084,なし,なし,なし,なし,なし,
2186,9252149,なし,あり,なし,なし,なし,
2197,9252182,なし,あり,なし,なし,なし,
2201,9252182,なし,なし,なし,なし,なし,
2208,9252183,なし,なし,あり,なし,なし,
2212,9312200,なし,あり,なし,なし,なし,
2218,9332109,なし,なし,なし,なし,なし,
2224,9332119,なし,なし,なし,なし,なし,
2227,9412264,なし,なし,なし,あり,なし,
2237,9412264,なし,なし,なし,なし,なし,
2240,9412264,なし,なし,なし,なし,なし,
2241,9412264,なし,なし,なし,なし,なし,
2242,9432031,なし,なし,なし,なし,なし,
2248,9442018,なし,なし,あり,なし,なし,
2251,9451010,なし,あり,なし,なし,なし,
2262,9452046,なし,なし,なし,なし,なし,
2268,9452046,なし,なし,なし,なし,なし,
2270,9522045,なし,あり,あり,なし,なし,
2281,9551003,なし,なし,なし,なし,なし,
2283,9551003,なし,なし,なし,なし,なし,
2285,9552041,なし,なし,なし,なし,なし,
2290,9622078,なし,あり,あり,なし,なし,
2292,9622078,なし,なし,なし,なし,なし,
2300,9622078,なし,なし,なし,なし,なし,
2301,9622078,なし,なし,なし,なし,なし,
2303,9712162,なし,なし,なし,なし,なし,
2304,9712162,なし,なし,なし,なし,なし,
2307,9712162,なし,なし,なし,なし,なし,
2308,9712162,なし,なし,なし,なし,なし,
2309,9722100,なし,なし,あり,なし,なし,
2310,9722108,なし,なし,なし,なし,なし,
2313,9722108,なし,なし,なし,なし,なし,
2314,9752074,なし,なし,なし,なし,なし,
2315,9912085,あり,なし,なし,なし,なし,
2322,9912089,なし,あり,なし,なし,なし,
2325,9922014,なし,なし,あり,なし,なし,
2328,10112176,なし,なし,なし,なし,なし,
2329,10112176,なし,あり,なし,なし,なし,
2332,10112176,なし,なし,なし,なし,なし,
2333,10112176,なし,なし,なし,なし,なし,
2341,10122267,なし,なし,なし,なし,なし,
2344,10122291,なし,なし,なし,なし,なし,
2348,10212214,なし,なし,なし,なし,なし,
2350,10221108,あり,なし,なし,なし,なし,
2353,10312194,なし,なし,なし,なし,なし,
2356,10312223,なし,なし,なし,なし,なし,
2357,10312223,なし,なし,あり,なし,なし,
2361,10321078,なし,なし,なし,なし,なし,
2362,10342016,なし,なし,なし,なし,なし,
2365,10412119,なし,なし,なし,なし,なし,
2366,10412247,なし,なし,なし,なし,なし,
2371,10412248,なし,なし,なし,なし,なし,
2375,10412249,なし,なし,あり,なし,なし,
2376,10612104,なし,あり,なし,なし,なし,
2380,10711001,なし,あり,なし,なし,なし,
2383,10711001,なし,なし,なし,なし,なし,
2386,10712115,なし,なし,なし,なし,なし,
2390,10712115,なし,なし,なし,なし,なし,
2392,10722089,なし,なし,なし,なし,なし,
2394,10852087,なし,あり,なし,なし,なし,
2397,10912073,なし,あり,なし,なし,なし,
2399,11112194,なし,なし,あり,なし,なし,
2401,11122167,なし,なし,なし,なし,あり,
2403,11122280,なし,なし,なし,なし,なし,
2404,11122345,なし,なし,なし,なし,なし,
2407,11122349,なし,なし,なし,なし,なし,
2411,11122352,なし,なし,なし,なし,なし,
2413,11122359,なし,なし,なし,なし,なし,
2418,11122360,なし,あり,あり,なし,なし,
2423,11152198,なし,なし,なし,なし,なし,
2426,11152276,なし,なし,あり,なし,なし,
2428,11212243,なし,なし,なし,なし,なし,
2431,11212247,なし,なし,なし,なし,なし,
2434,11212255,なし,なし,あり,なし,なし,
2436,11212259,なし,あり,あり,なし,なし,
2439,11222077,あり,なし,なし,なし,なし,
2443,11232095,なし,なし,なし,なし,なし,
2445,11232096,あり,あり,あり,なし,なし,
2451,11232096,あり,なし,なし,なし,なし,
2457,11252075,あり,なし,なし,なし,なし,
2459,11252154,なし,なし,あり,なし,なし,
2461,11312019,なし,なし,あり,なし,なし,
2466,11312218,あり,なし,なし,なし,なし,
2468,11322034,あり,なし,なし,なし,なし,
2472,11322099,あり,なし,なし,なし,なし,
2473,11322116,なし,なし,なし,なし,なし,
2476,11332112,なし,なし,なし,なし,なし,
2480,11332113,なし,なし,なし,なし,なし,
2482,11332114,なし,なし,なし,なし,なし,
2484,11332114,なし,なし,あり,なし,なし,
2486,11332115,なし,なし,なし,なし,なし,
2489,11412215,なし,なし,なし,なし,なし,
2492,11412281,なし,なし,なし,なし,なし,
2494,11412285,なし,なし,なし,なし,なし,
2496,11412288,なし,あり,あり,なし,なし,
2498,11432056,なし,あり,あり,なし,なし,
2501,11512011,なし,なし,なし,なし,なし,
2502,11512028,なし,なし,なし,なし,なし,
2507,11512193,なし,なし,なし,なし,なし,
2509,11512196,なし,あり,あり,なし,なし,
2512,11512196,なし,なし,なし,なし,なし,
2515,11512196,なし,なし,あり,なし,なし,
2519,11612101,なし,なし,なし,なし,なし,
2522,11612131,あり,なし,なし,なし,なし,
2524,11612133,なし,なし,なし,なし,なし,
2528,11612135,なし,なし,あり,なし,なし,
2529,11632146,なし,なし,なし,なし,なし,
2532,11632147,なし,なし,あり,なし,なし,
2534,11712051,なし,なし,あり,なし,なし,
2536,11712140,なし,なし,あり,なし,なし,
2539,11712147,なし,あり,あり,なし,なし,
2541,11732048,なし,あり,あり,なし,なし,
2545,11732048,なし,なし,なし,あり,なし,
2550,11812053,なし,なし,なし,なし,なし,
2552,11812151,なし,なし,なし,なし,なし,
2554,11812160,なし,なし,なし,なし,なし,
2556,11852086,なし,なし,なし,なし,なし,
2560,11922006,なし,なし,なし,なし,なし,
2561,12151053,なし,なし,あり,なし,なし,
2568,12152146,なし,なし,なし,なし,なし,
2569,12412144,なし,あり,あり,あり,なし,
2573,12512077,あり,あり,なし,なし,なし,
2577,12542009,なし,なし,あり,なし,なし,
2580,12611018,なし,なし,なし,なし,なし,
2582,12612073,なし,なし,あり,なし,なし,
2584,12612073,なし,あり,あり,なし,なし,
2587,12712077,なし,なし,なし,なし,なし,
2589,12722053,なし,なし,なし,なし,なし,
2593,12812110,なし,なし,あり,なし,なし,
2596,12812128,なし,なし,あり,あり,あり,
2597,14111048,なし,なし,なし,なし,なし,
2599,14121052,あり,なし,なし,なし,なし,
2602,14122257,あり,あり,あり,なし,なし,
2611,14132111,なし,なし,なし,なし,なし,
2612,14132111,なし,なし,なし,なし,なし,
2614,14212302,なし,なし,なし,なし,なし,
2615,14222079,あり,なし,なし,なし,なし,
2616,14252067,なし,あり,なし,なし,なし,
2619,14312153,あり,なし,あり,なし,なし,
2626,14312160,なし,なし,なし,なし,なし,
2628,14312165,なし,なし,あり,なし,あり,
2630,14312165,なし,なし,なし,なし,あり,
2631,14332142,なし,なし,あり,なし,なし,
2635,14412382,なし,なし,あり,なし,なし,
2637,14412407,なし,なし,なし,なし,なし,
2640,14412407,なし,なし,あり,なし,なし,
2642,14512013,なし,なし,あり,なし,なし,
2645,14512016,なし,なし,なし,なし,あり,
2649,14512269,なし,なし,なし,あり,あり,
2650,14512269,なし,なし,なし,あり,あり,
2651,14512269,なし,なし,なし,なし,あり,
2652,14512269,なし,なし,あり,なし,あり,
2654,14512269,なし,なし,なし,なし,あり,
2655,14512274,なし,なし,なし,なし,なし,
2656,14512274,なし,なし,なし,なし,あり,
2657,14512274,なし,なし,なし,なし,あり,
2658,14512275,なし,なし,あり,なし,なし,
2665,14512275,なし,なし,なし,なし,なし,
2669,14611024,なし,なし,あり,なし,なし,
2673,14611033,あり,なし,なし,なし,なし,
2683,14722010,なし,なし,あり,なし,なし,
2684,14722085,あり,なし,あり,なし,なし,
2686,14722085,あり,あり,なし,なし,なし,
2690,14722182,なし,なし,あり,なし,なし,
2692,14722182,なし,なし,あり,なし,なし,
2696,14751002,なし,あり,なし,なし,なし,
2699,14812035,あり,あり,なし,なし,なし,
2704,14912126,なし,なし,あり,なし,なし,
2712,15111000,なし,なし,なし,なし,なし,
2714,15121015,なし,なし,なし,なし,なし,
2715,15122206,なし,なし,なし,なし,あり,
2722,15122213,あり,なし,なし,なし,なし,
2724,15122275,なし,なし,なし,なし,なし,
2725,15132058,なし,なし,なし,なし,なし,
2727,15142028,なし,あり,なし,なし,なし,
2735,15142041,あり,なし,なし,なし,なし,
2738,15152214,なし,あり,なし,なし,なし,
2742,15212185,なし,あり,なし,なし,あり,
2745,15212185,なし,なし,なし,なし,なし,
2746,15212190,あり,なし,なし,あり,なし,
2748,15212197,なし,なし,なし,なし,あり,
2751,15212217,なし,なし,なし,なし,なし,
2752,15212217,なし,あり,なし,なし,なし,
2754,15222116,なし,なし,なし,なし,なし,
2755,15222116,なし,あり,なし,なし,あり,
2758,15232086,なし,なし,なし,なし,なし,
2762,15251006,あり,なし,なし,なし,なし,
2763,15252184,なし,なし,なし,なし,なし,
2764,15312010,あり,なし,なし,なし,なし,
2766,15312194,なし,なし,なし,なし,なし,
2769,15332099,なし,なし,なし,なし,なし,
2771,15332107,なし,あり,なし,なし,なし,
2774,15332107,なし,なし,なし,なし,なし,
2775,15332107,なし,なし,なし,なし,なし,
2776,15411006,あり,あり,なし,なし,なし,
2780,15412008,なし,なし,あり,なし,なし,
2783,15412156,なし,なし,なし,なし,なし,
2784,15512187,なし,なし,なし,なし,なし,
2787,15512201,なし,あり,なし,なし,なし,
2790,15522058,なし,なし,なし,なし,なし,
2794,15552029,なし,なし,なし,なし,なし,
2796,15611002,なし,なし,なし,なし,なし,
2798,15612119,あり,なし,なし,なし,なし,
2800,15612149,なし,あり,なし,なし,なし,
2802,15612149,あり,なし,なし,なし,なし,
2805,15632122,なし,なし,なし,なし,なし,
2807,15652035,あり,なし,なし,なし,なし,
2809,15652040,あり,なし,なし,なし,なし,
2810,15711008,なし,あり,なし,なし,なし,
2815,15712160,なし,なし,なし,なし,なし,
2822,15722121,なし,なし,なし,なし,あり,
2824,15752060,なし,なし,なし,なし,なし,
2825,15811014,なし,なし,なし,なし,なし,
2827,15812161,なし,なし,なし,なし,なし,
2830,15812163,なし,なし,なし,なし,なし,
2832,15812167,なし,なし,なし,なし,あり,
2834,15852079,なし,なし,なし,なし,なし,
2836,15912041,あり,なし,なし,なし,なし,
2839,16111032,なし,あり,なし,なし,なし,
2842,16122232,なし,なし,あり,なし,なし,
2846,16122376,なし,あり,なし,なし,なし,
2851,16122474,なし,あり,なし,なし,なし,
2854,16122474,なし,なし,なし,なし,なし,
2862,16122475,なし,あり,なし,なし,なし,
2865,16122475,なし,なし,なし,なし,なし,
2870,16132106,なし,あり,なし,なし,なし,
2875,16142045,なし,なし,あり,なし,なし,
2876,16142067,あり,なし,なし,なし,なし,
2878,16152345,なし,なし,なし,なし,なし,
2879,16152345,なし,なし,なし,なし,なし,
2880,16152345,なし,なし,なし,なし,なし,
2881,16152345,なし,なし,なし,なし,なし,
2885,16152368,なし,なし,あり,あり,なし,
2889,16152401,なし,あり,なし,なし,なし,
2894,16152450,なし,なし,なし,なし,なし,
2896,16152456,なし,あり,なし,なし,あり,
2899,16152456,なし,なし,なし,なし,なし,
2900,16212159,なし,なし,なし,なし,なし,
2903,16212325,あり,なし,なし,なし,なし,
2907,16212368,なし,なし,なし,なし,なし,
2908,16212368,なし,なし,なし,なし,なし,
2910,16212368,なし,なし,なし,なし,なし,
2911,16212368,なし,なし,なし,なし,なし,
2912,16212370,なし,なし,なし,なし,なし,
2915,16312033,なし,なし,なし,なし,なし,
2918,16312380,なし,なし,なし,なし,なし,
2921,16322081,あり,なし,なし,なし,なし,
2925,16322141,なし,なし,なし,なし,なし,
2926,16322141,なし,なし,なし,なし,なし,
2927,16322141,なし,なし,なし,なし,なし,
2928,16322200,なし,なし,なし,なし,なし,
2932,16322211,なし,なし,なし,なし,なし,
2935,16322211,なし,なし,なし,なし,なし,
2938,16322211,なし,なし,なし,なし,なし,
2941,16322211,なし,なし,あり,なし,なし,
2944,16322212,なし,なし,なし,なし,なし,
2946,16322214,なし,なし,あり,なし,あり,
2949,16342059,なし,あり,なし,なし,なし,
2953,16422032,なし,なし,なし,なし,なし,
2955,16512230,あり,なし,なし,なし,なし,
2958,16512300,なし,あり,なし,なし,なし,
2961,16512300,なし,なし,なし,なし,なし,
2965,16552052,なし,なし,あり,なし,なし,
2967,16612146,なし,なし,なし,なし,なし,
2968,16612231,なし,なし,なし,なし,なし,
2969,16612247,なし,なし,なし,なし,あり,
2972,16612248,なし,なし,なし,なし,なし,
2973,16622143,なし,あり,なし,なし,なし,
2974,16622158,なし,なし,なし,なし,なし,
2977,16632184,なし,なし,なし,なし,なし,
2981,16712187,なし,あり,なし,なし,なし,
2983,16732067,なし,なし,なし,なし,なし,
2986,16732067,なし,なし,なし,なし,なし,
2988,16732067,なし,なし,なし,なし,なし,
2989,16752075,なし,なし,なし,なし,なし,
2991,16812278,なし,なし,なし,なし,あり,
2995,16812295,なし,なし,あり,なし,あり,
2999,16852103,なし,あり,なし,なし,なし,
